locus_name	description	CAZYName
gene_3960	glucosamine-6-phosphateisomerase	CE9
gene_3959	PHOGprotein	NA
gene_3962	hexokinase-1	NA
gene_3963	hypotheticalprotein	NA
gene_3965	vividPASproteinVVD	NA
gene_3964	hypotheticalprotein	NA
gene_3966	RmlC-likecupindomain-containingprotein	NA
gene_639	MADS-boxMEF2typetranscriptionfactor	NA
gene_3969	S-adenosyl-L-methionine-dependentmethyltransferase	AA11
gene_3976	DlpAdomain-containingprotein	NA
gene_3981	pre-rRNA-processingproteinTSR2	NA
gene_3987	expressedprotein	NA
gene_3990	Proteinkinase-likedomain-containingprotein	NA
gene_3991	hypotheticalprotein	NA
gene_643	ConcanavalinA-likelectin/glucanasedomain-containingprotein	GH16_1
gene_3992	hypotheticalprotein	NA
gene_3996	3%2C4-dihydroxy-2-butanone4-phosphatesynthase	NA
gene_3995	hypotheticalprotein	NA
gene_3998	majorfacilitatorsuperfamilytransporter	NA
gene_3999	expressedprotein	NA
gene_4000	transcriptionfactor	NA
gene_4008	family81glycosylhydrolase	GH81
gene_4013	eukaryotictranslationinitiationfactor2C3	NA
gene_4014	majorfacilitatorsuperfamilytransporter	NA
gene_4015	hypotheticalprotein	NA
gene_4025	hypotheticalprotein	NA
gene_647	FAS1domain-containingprotein	NA
gene_4033	HITdomain-containingprotein	NA
gene_4034	GCYprotein	NA
gene_4042	Domainofunknownfunction(DUF336)-domaincontainingprotein	NA
gene_4044	expressedprotein	NA
gene_4048	P-loopcontainingnucleosidetriphosphatehydrolaseprotein	NA
gene_4047	expressedprotein	NA
gene_4050	TAP-likeprotein-domaincontainingprotein	NA
gene_4052	hypotheticalprotein	NA
gene_653	Na+/H+antiporter2	NA
gene_4054	Alpha/Betahydrolasefold	NA
gene_4057	integralmembraneprotein	NA
gene_4058	Carotenoidoxygenase	NA
gene_4061	expressedprotein	NA
gene_4060	hypotheticalprotein	NA
gene_4068	hypotheticalprotein	NA
gene_4079	GPR1/FUN34/yaaHfamilyprotein	NA
gene_4080	flavocytochromec	NA
gene_655	expressedprotein	NA
gene_656	expressedprotein	NA
gene_4096	U3smallnucleolarRNA-associatedprotein	NA
gene_658	long-chain-fatty-acid-CoAligase	NA
gene_4098	PNG1protein	NA
gene_4102	Glycosidehydrolasesuperfamily	GH3
gene_4106	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_4109	expressedprotein	NA
gene_4116	expressedprotein	NA
gene_4126	family2glycosylhydrolase	GH2
gene_4124	exostosin-2	GT64
gene_4125	hypotheticalprotein	NA
gene_4130	3-hydroxy-3-methylglutaryl-coenzymeAreductase	NA
gene_661	expressedprotein	NA
gene_4140	hemoglobin	NA
gene_4142	exo-polygalacturonase	GH28
gene_4143	hypotheticalprotein	NA
gene_4144	hypotheticalprotein	NA
gene_4146	hypotheticalprotein	NA
gene_4145	hypotheticalprotein	NA
gene_662	karyopherin	NA
gene_4154	expressedprotein	NA
gene_4157	expressedprotein	NA
gene_4161	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_4169	hypotheticalprotein	NA
gene_4182	hypotheticalprotein	GT0
gene_4191	expressedprotein	NA
gene_4193	D-3-phosphoglyceratedehydrogenase	NA
gene_4195	integralmembraneprotein	NA
gene_4196	hypotheticalprotein	NA
gene_4215	hypotheticalprotein	NA
gene_4223	putativeC6transcriptionfactor	NA
gene_4224	cytochromeP450	NA
gene_4227	Heterokaryonincompatibilityprotein(HET)-domaincontainingprotein	NA
gene_4225	expressedprotein	NA
gene_4233	expressedprotein	NA
gene_4242	expressedprotein	NA
gene_4246	hypotheticalprotein	NA
gene_4257	hypotheticalprotein	NA
gene_4259	cobWdomain-containingprotein	NA
gene_4261	Heterokaryonincompatibilityprotein(HET)-domaincontainingprotein	NA
gene_4260	hypotheticalprotein	NA
gene_4277	expressedprotein	NA
gene_4280	protein-tyrosinephosphatase	NA
gene_4282	calciumpermease	NA
gene_4283	ECM14protein	NA
gene_4291	celldivisioncontrolprotein	GT57
gene_4289	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_4290	expressedprotein	NA
gene_4293	glycosidehydrolasefamily28protein	GH28
gene_4294	cytochromeP45052A11	NA
gene_4304	flavin-containingmonooxygenase	NA
gene_4302	N2227-likeprotein-domaincontainingprotein	NA
gene_4307	expressedprotein	NA
gene_4315	Velvetfactor-domaincontainingprotein	NA
gene_669	chitinsynthase	GT2
gene_4336	expressedprotein	NA
gene_4340	expressedprotein	NA
gene_4351	expressedprotein	NA
gene_4353	ABC-2typetransporter-domaincontainingprotein	NA
gene_4357	exoglucanase	CBM1
gene_4362	expressedprotein	NA
gene_4364	Melibiase-domaincontainingprotein	GH36
gene_4365	hypotheticalprotein	NA
gene_4368	cyclopropane-fatty-acyl-phospholipidsynthase	NA
gene_4367	fungal-specifictranscriptionfactordomain-containingprotein	NA
gene_4369	prolyl4-hydroxylase	NA
gene_668	hypotheticalprotein	NA
gene_4375	transcriptionalactivatorproteinDAL81	NA
gene_4380	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_4382	bifunctionalP-450:NADPH-P450reductase	NA
gene_670	chitinsynthase	GT2
gene_4387	ATP-dependentRNAhelicase	NA
gene_4388	inositolmonophosphatasefamilyprotein	NA
gene_4389	expressedprotein	NA
gene_4390	hypotheticalprotein	NA
gene_4395	CytochromeP450	NA
gene_4397	expressedprotein	NA
gene_4398	hypotheticalprotein	NA
gene_4401	hypotheticalprotein	NA
gene_4407	lysine-specificpermease	CE0
gene_4413	expressedprotein	NA
gene_4412	nudixdomain-containingprotein	NA
gene_4419	expressedprotein	NA
gene_4418	expressedprotein	NA
gene_4417	expressedprotein	NA
gene_4420	NUDIXdomain-containingprotein	NA
gene_4429	expressedprotein	NA
gene_672	expressedprotein	NA
gene_4432	expressedprotein	NA
gene_4438	hypotheticalprotein	NA
gene_4443	amino-acidpermeaseinda1	NA
gene_4442	hypotheticalprotein	NA
gene_4441	expressedprotein	NA
gene_4444	hypotheticalprotein	NA
gene_4446	superoxidedismutase	NA
gene_673	hypotheticalprotein	NA
gene_4451	alpha/betahydrolasefoldprotein	NA
gene_4452	extracellularalkalineprotease	GT48
gene_4454	extragenicsuppressorofkinetochoreprotein	NA
gene_4455	hypotheticalprotein	NA
gene_4458	spindlepolebodycomponentalp14	NA
gene_4459	expressedprotein	NA
gene_4460	hypotheticalprotein	NA
gene_4461	expressedprotein	NA
gene_674	Adenylosuccinatesynthetase	GT47
gene_4465	VPS4-associatedprotein1	NA
gene_4466	hypotheticalprotein	NA
gene_4470	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_4472	hypotheticalprotein	NA
gene_4485	expressedprotein	NA
gene_4484	SETdomain-containingprotein	NA
gene_4491	Acyl-CoAN-acyltransferase	NA
gene_4489	expressedprotein	NA
gene_4490	expressedprotein	NA
gene_4488	hypotheticalprotein	NA
gene_4492	Proteinofunknownfunction%2CDUF607-domaincontainingprotein	GT76
gene_4495	aromaticandneutralaliphaticaminoacidpermease	NA
gene_4497	malatesynthaseA	NA
gene_4501	phosphate-repressiblephosphatepermease	NA
gene_4502	hypotheticalprotein	NA
gene_4507	hypotheticalprotein	NA
gene_4508	Uncharacterizedconservedprotein(DUF2183)-domaincontainingprotein	NA
gene_4511	hypotheticalprotein	NA
gene_4515	carbonylreductase	NA
gene_4517	Proteinofunknownfunction(DUF1593)-domaincontainingprotein	GH78
gene_4523	expressedprotein	NA
gene_4526	CFEMdomain-containingprotein	NA
gene_4530	Heterokaryonincompatibilityprotein(HET)-domaincontainingprotein	NA
gene_4534	Domainofunknownfunction(DUF1992)-domaincontainingprotein	NA
gene_4533	expressedprotein	NA
gene_676	phosphatidylethanolamineN-methyltransferase	NA
gene_4542	hypotheticalprotein	NA
gene_4543	expressedprotein	NA
gene_4547	SnodProt1	NA
gene_4556	expressedprotein	NA
gene_4558	S-adenosyl-L-methionine-dependentmethyltransferase	CE16
gene_4559	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_678	Lactonase%2C7-bladedbeta-propeller-domaincontainingprotein	NA
gene_4564	Bacterialproteinofunknownfunction(DUF899)-domaincontainingprotein	NA
gene_4570	uridine-2'-O--methyltransferaseTRM7	GT32
gene_4574	hydrolase	NA
gene_4577	ankyrinrepeatandSOCSboxprotein	NA
gene_4581	Heterokaryonincompatibilityprotein(HET)-domaincontainingprotein	NA
gene_4582	hypotheticalprotein	NA
gene_4587	artemisprotein	NA
gene_4589	Generalsubstratetransporter	NA
gene_4590	hypotheticalprotein	NA
gene_4588	cellobiosedehydrogenase	AA3_1
gene_679	hypotheticalprotein	NA
gene_4599	hypotheticalprotein	NA
gene_4616	CytochromeP450	NA
gene_4615	cutinase-2	CE5
gene_4617	expressedprotein	NA
gene_4621	hypotheticalprotein	NA
gene_4640	hypotheticalprotein	NA
gene_4649	vacuolarimportanddegradationprotein	NA
gene_4646	ankyrinrepeat-containingprotein	NA
gene_4648	tRNAguanosine-2'-O-methyltransferaseTRM11	NA
gene_4650	Magonashiprotein	NA
gene_681	expressedprotein	NA
gene_682	revertantofglycogensynthasekinasemutation	GH10
gene_4670	hypotheticalprotein	NA
gene_4671	Proteinofunknownfunction(DUF1349)-domaincontainingprotein	NA
gene_4669	hypotheticalprotein	NA
gene_4676	expressedprotein	NA
gene_4677	hypotheticalprotein	NA
gene_4681	Generalsubstratetransporter	NA
gene_685	FADdependentoxidoreductase	NA
gene_4689	betasubunitofgdp-formingsuccinate-CoAligase	GT2
gene_4691	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_686	hypotheticalprotein	NA
gene_4696	glycosylhydrolase	CBM6
gene_4695	ammoniumtransporter1	NA
gene_4707	YeastcorticalproteinKAR9-domaincontainingprotein	NA
gene_4709	smallnuclearribonucleoproteinLSM2	NA
gene_4711	ARP2/3complex34kDasubunit	NA
gene_4715	hypotheticalprotein	NA
gene_4716	RNA-bindingprotein	PL1_1
gene_4720	hypotheticalprotein	NA
gene_4727	ProbableendonucleaseLCL3	NA
gene_4731	Telomerelengthregulationprotein-domaincontainingprotein	NA
gene_4734	hypotheticalprotein	NA
gene_4735	hypotheticalprotein	NA
gene_4741	hypotheticalprotein	NA
gene_4744	expressedprotein	NA
gene_4742	Terpenoidcyclases/proteinprenyltransferasealpha-alphatoroid	NA
gene_694	rho-typeGTPase-activatingprotein	NA
gene_4754	expressedprotein	NA
gene_4755	hypotheticalprotein	NA
gene_4758	hypotheticalprotein	NA
gene_4759	allergenAspf2-likeprotein	NA
gene_4769	pyruvatecarboxylase	NA
gene_693	hypotheticalprotein	NA
gene_4777	hypotheticalprotein	NA
gene_4779	expressedprotein	NA
gene_4781	hypotheticalprotein	NA
gene_4782	M-phaseinducerphosphatase	NA
gene_696	Haemolysin-IIIrelated-domaincontainingprotein	NA
gene_4783	expressedprotein	NA
gene_4785	cwfJdomain-containingprotein	NA
gene_4788	cullin-3	NA
gene_697	CLASPNterminal-domaincontainingprotein	NA
gene_4790	hypotheticalprotein	NA
gene_4791	expressedprotein	NA
gene_4794	TTLdomain-containingprotein	NA
gene_4798	Proteinofunknownfunction(DUF1640)-domaincontainingprotein	NA
gene_4797	expressedprotein	NA
gene_4804	glycogendebranchingenzyme	GH13_25
gene_4811	RibosomebiogenesisproteinSLX9-domaincontainingprotein	NA
gene_4817	polysaccharidedeacetylasefamilyprotein	CE4
gene_4823	hypotheticalprotein	NA
gene_4824	RTA1protein	NA
gene_4830	expressedprotein	NA
gene_4853	aldo/ketoreductase	NA
gene_4854	hypotheticalprotein	GT8
gene_4855	L-serinedehydratase	NA
gene_4867	alkalineproteinase	CBM73
gene_4869	hypotheticalprotein	NA
gene_4873	expressedprotein	NA
gene_4876	expressedprotein	NA
gene_702	ExocystcomplexcomponentSec5-domaincontainingprotein	NA
gene_4880	hypotheticalprotein	NA
gene_703	hypotheticalprotein	NA
gene_4879	Proteinofunknownfunction(DUF1446)-domaincontainingprotein	NA
gene_4882	short-chaindehydrogenase	NA
gene_705	OrganicsolutetransporterOstalpha-domaincontainingprotein	NA
gene_4892	prolinepermease	NA
gene_4896	FHAdomain-containingprotein	NA
gene_4898	cytoplasmprotein	GH3
gene_4901	Alpha/Betahydrolasefold	NA
gene_704	glycosylhydrolase	GH92
gene_4906	NRS/ERprotein	NA
gene_4905	X-domainofDnaJ-containing-domaincontainingprotein	GT61
gene_4913	expressedprotein	NA
gene_4912	hypotheticalprotein	NA
gene_4916	CPSFAsubunitregion-domaincontainingprotein	NA
gene_4917	hypotheticalprotein	NA
gene_4919	endoplasmicreticulumOxidoreductin1	NA
gene_4918	Uncharacterisedconservedprotein-domaincontainingprotein	NA
gene_4920	cyclin-dependentkinasesregulatorysubunit	NA
gene_4921	hypotheticalprotein	NA
gene_4922	expressedprotein	NA
gene_4924	tRNAguanylyltransferase	NA
gene_709	methylenetetrahydrofolatereductase	NA
gene_4929	hypotheticalprotein	NA
gene_4932	hypotheticalprotein	NA
gene_4939	Outermitochondrialmembranetransportcomplexprotein-domaincontainingprotein	NA
gene_712	Domainofunknownfunction(DUF3425)-domaincontainingprotein	NA
gene_4943	hypotheticalprotein	NA
gene_4945	expressedprotein	NA
gene_711	expressedprotein	NA
gene_713	majorfacilitatorsuperfamilytransporter	NA
gene_4948	expressedprotein	NA
gene_4953	expressedprotein	NA
gene_4952	expressedprotein	NA
gene_4950	hypotheticalprotein	NA
gene_4951	hypotheticalprotein	NA
gene_4954	expressedprotein	NA
gene_4956	expressedprotein	NA
gene_714	hypotheticalprotein	NA
gene_4955	hypotheticalprotein	NA
gene_4957	GWT1-domaincontainingprotein	NA
gene_4961	hypotheticalprotein	NA
gene_4964	Generalsubstratetransporter	NA
gene_4967	hypotheticalprotein	NA
gene_4969	hypotheticalprotein	NA
gene_4970	Small-subunitprocessome	NA
gene_4972	hypotheticalprotein	NA
gene_4971	FADdependentoxidoreductase	NA
gene_717	expressedprotein	NA
gene_4976	siderophoreirontransportermirB	NA
gene_4983	expressedprotein	NA
gene_716	hypotheticalprotein	NA
gene_4985	endoplasmicreticulummannosyl-oligosaccharide1%2C2-alpha-mannosidase	GH47
gene_4987	expressedprotein	NA
gene_4986	adeninephosphoribosyltransferase	NA
gene_4990	expressedprotein	NA
gene_4989	hypotheticalprotein	NA
gene_4993	methyltransferasedomain-containingprotein	NA
gene_4997	threonyl-tRNAsynthetase	NA
gene_5001	kelchdomain-containingprotein	NA
gene_5002	hypotheticalprotein	NA
gene_5010	dihydrouridinesynthase	NA
gene_5009	expressedprotein	NA
gene_5011	serine/threonine-proteinphosphatasePP-Z	NA
gene_5014	expressedprotein	NA
gene_5024	hypotheticalprotein	NA
gene_721	hypotheticalprotein	NA
gene_5030	Pleckstrinhomologydomain-domaincontainingprotein	NA
gene_5033	hsp90-likeprotein	NA
gene_5041	canalicularmultispecificorganicaniontransporter1	NA
gene_5045	hypotheticalprotein	NA
gene_5050	copper-translocatingP-typeATPase	NA
gene_5052	Asparticpeptidasedomain-containingprotein	NA
gene_5055	Aldehyde/histidinoldehydrogenase	NA
gene_5078	hypotheticalprotein	NA
gene_5082	expressedprotein	NA
gene_5085	SETdomain-containingproteinRMS1	NA
gene_5088	TranscriptionfactorOpi1-domaincontainingprotein	NA
gene_5091	Histoneacetylationprotein-domaincontainingprotein	NA
gene_5092	RNaseIIIdomain-containingprotein	NA
gene_5095	2Fe-2Siron-sulfurclusterbindingdomain-containingprotein	GH0
gene_729	CoA-transferasefamilyIIIdomain-containingprotein	NA
gene_5105	hypotheticalprotein	NA
gene_5107	hypotheticalprotein	NA
gene_731	ATPase%2CAFG1-likeprotein	NA
gene_5108	Poly(ADP-ribose)polymerasecatalyticdomain-domaincontainingprotein	NA
gene_5109	cytochromeP45076C2	NA
gene_5113	expressedprotein	NA
gene_5115	alpha-ketoglutarate-dependentsulfonatedioxygenase	NA
gene_5119	expressedprotein	NA
gene_733	expressedprotein	NA
gene_5129	GTPcyclohydrolase1type2/Nif3	NA
gene_5134	hypotheticalprotein	NA
gene_736	hypotheticalprotein	NA
gene_5136	ADP-ribosylglycohydrolase-domaincontainingprotein	NA
gene_5137	Proteinofunknownfunction(DUF1308)-domaincontainingprotein	NA
gene_5140	Generalsubstratetransporter	NA
gene_5145	expressedprotein	NA
gene_5144	ribose-5-phosphateisomeraseB	NA
gene_5143	dihydroxyacetonekinase	NA
gene_5147	Proteinofunknownfunction(DUF1688)-domaincontainingprotein	NA
gene_5150	UBXdomain-containingprotein	NA
gene_5154	hypotheticalprotein	NA
gene_5164	Phosphoenolpyruvatephosphomutase-domaincontainingprotein	NA
gene_5165	hypotheticalprotein	AA3_2
gene_5162	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_5167	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_5172	SGNHhydrolase-typeesterasedomain-containingprotein	CE12
gene_5173	tRNA-splicingendonucleasesubunitSen2	NA
gene_5180	pantothenatetransporterliz1	NA
gene_5187	expressedprotein	NA
gene_5186	hypotheticalprotein	NA
gene_5192	GCD14protein	NA
gene_5207	P-loopcontainingnucleosidetriphosphatehydrolaseprotein	NA
gene_5208	WSCdomain-containingprotein	NA
gene_5214	hypotheticalprotein	NA
gene_5218	dipeptidylaminopeptidaseB	NA
gene_5219	hypotheticalprotein	NA
gene_5222	chitinase	GH18
gene_5224	hypotheticalprotein	NA
gene_5239	carboxypeptidasecpdS	GH0
gene_5238	expressedprotein	NA
gene_5241	expressedprotein	NA
gene_5242	expressedprotein	NA
gene_5244	hypotheticalprotein	NA
gene_5245	hypotheticalprotein	NA
gene_5256	expressedprotein	NA
gene_5259	expressedprotein	NA
gene_5257	hypotheticalprotein	NA
gene_5260	EXSfamily-domaincontainingprotein	NA
gene_5264	zinccarboxypeptidaseA	NA
gene_5276	hypotheticalprotein	NA
gene_750	tyrosyl-DNAphosphodiesterase	NA
gene_5280	hypotheticalprotein	NA
gene_5284	expressedprotein	NA
gene_748	hypotheticalprotein	NA
gene_5289	C6zincfingerdomain-containingprotein	NA
gene_5293	ATP-dependentbileacidpermease	NA
gene_5296	orotidine5'-monophosphatedecarboxylase	NA
gene_5297	hypotheticalprotein	NA
gene_5300	expressedprotein	NA
gene_5301	homeoprotein	NA
gene_5303	cullin-associatedNEDD8-dissociatedprotein	CBM18
gene_5304	expressedprotein	NA
gene_5305	P-loopcontainingnucleosidetriphosphatehydrolaseprotein	NA
gene_5308	hypotheticalprotein	NA
gene_5315	Domainofunknownfunction(DUF3425)-domaincontainingprotein	NA
gene_5317	expressedprotein	NA
gene_5320	Domainofunknownfunction(DUF3328)-domaincontainingprotein	NA
gene_5319	fungal-specifictranscriptionfactordomain-containingprotein	NA
gene_5326	hypotheticalprotein	NA
gene_5324	Thioredoxin-likefold	NA
gene_5325	P-loopcontainingnucleosidetriphosphatehydrolaseprotein	NA
gene_5322	expressedprotein	NA
gene_5332	alkalineproteinase	CBM73
gene_5335	expressedprotein	NA
gene_5341	Domainofunknownfunction(DUF3425)-domaincontainingprotein	NA
gene_753	Carbonicanhydrase	NA
gene_5350	hypotheticalprotein	NA
gene_5356	ConcanavalinA-likelectin/glucanasedomain-containingprotein	GH12
gene_5361	expressedprotein	NA
gene_5363	reticulon-4-interactingprotein	NA
gene_5365	SacIhomologydomain-domaincontainingprotein	NA
gene_5366	Rab5-likeproteinypt5	GH36
gene_5368	hypotheticalprotein	NA
gene_5367	P-loopcontainingnucleosidetriphosphatehydrolaseprotein	NA
gene_5373	expressedprotein	NA
gene_5377	mitochondrialchaperoneBCS1	NA
gene_5379	proteinphosphatase2AregulatoryBsubunit	NA
gene_756	GTPase-activatingproteinGYP5	NA
gene_5381	hypotheticalprotein	NA
gene_5382	typeIinositol-1%2C4%2C5-trisphosphate5-phosphataseCVP2	NA
gene_5383	ornithinedecarboxylase	NA
gene_5384	hypotheticalprotein	NA
gene_5387	carboxypeptidaseY	NA
gene_5386	Mss4-likeprotein	NA
gene_5390	putativequinoneoxidoreductase	NA
gene_5395	FADdependentoxidoreductase	NA
gene_5399	calreticulin	NA
gene_5402	hypotheticalprotein	NA
gene_5401	hypotheticalprotein	NA
gene_5412	WSCdomain-domaincontainingprotein	AA5_1
gene_5416	Mitochondrialcarrierdomain-containingprotein	NA
gene_5417	hypotheticalprotein	NA
gene_5419	SAMandPHdomain-containingprotein	NA
gene_5421	expressedprotein	NA
gene_5424	hypotheticalprotein	NA
gene_5436	pre-mRNA-splicingfactorbrr2	CBM48
gene_5437	hypotheticalprotein	NA
gene_5441	hypotheticalprotein	NA
gene_5442	expressedprotein	NA
gene_762	expressedprotein	NA
